name,label,summary,description
google-guice,库, Lightweight dependency injection framework for Java 5 and above," Put simply, Guice alleviates the need for factories and the use of new
in your Java code. Think of Guice's @Inject as the new new. You will
still need to write factories in some cases, but your code will not
depend directly on them. Your code will be easier to change, unit test
and reuse in other contexts.

Guice embraces Java's type safe nature, especially when it comes to
features introduced in Java 5 such as generics and annotations. You
might think of Guice as filling in missing features for core
Java. Ideally, the language itself would provide most of the same
features, but until such a language comes along, we have Guice.

Guice helps you design better APIs, and the Guice API itself sets a
good example. Guice is not a kitchen sink. We justify each feature
with at least three use cases. When in doubt, we leave it out. We
build general functionality which enables you to extend Guice rather
than adding every feature to the core framework."
perl-Path-Tiny,库, File path utility," This module attempts to provide a small, fast utility for working with file
paths. It is friendlier to use than File::Spec and provides easy access to
functions from several other core file handling modules.

It doesn't attempt to be as full-featured as IO::All or Path::Class, nor does
it try to work for anything except Unix-like and Win32 platforms. Even then, it
might break if you try something particularly obscure or tortuous.

All paths are forced to have Unix-style forward slashes. Stringifying the
object gives you back the path (after some clean up).

File input/output methods flock handles before reading or writing, as
appropriate.

The *_utf8 methods (slurp_utf8, lines_utf8, etc.) operate in raw mode without
CRLF translation."
libreoffice-wiki-publisher,库, Create Wiki articles on MediaWiki servers with LibreOffice," The Wiki Publisher enables you to create Wiki articles on MediaWiki servers
without having to know the syntax of the MediaWiki markup language. Publish
your new and existing documents transparently with writer to a wiki page."
ant-contrib-javadoc,库, Javadoc for ant-contrib, Api documentation for ant-contrib.
oceanbase-ce-libs,库, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database
python3-humanize,库," Turns dates in to human readable format, e.g '3 minutes ago'"," This modest package contains various common humanization utilities, like turning
a number into a fuzzy human readable duration ('3 minutes ago') or into a human
readable size or throughput."
libogg,库, The Ogg bitstream file format library," Libogg is a library for manipulating Ogg bitstream file formats.
Libogg supports both making Ogg bitstreams and getting packets from
Ogg bitstreams."
libdnf,库, Library providing simplified C and Python API to libsolv, A Library providing simplified C and Python API to libsolv.
redhat-menus,库, Configuration and data files for the desktop menus," This package contains the XML files that describe the menu layout for
GNOME and KDE, and the .desktop files that define the names and icons
of ""subdirectories"" in the menus."
autocorr-is,库, Icelandic auto-correction rules, Rules for auto-correcting common Icelandic typing errors.
breeze-cursor-theme,库, Breeze cursor theme, Breeze cursor theme.
opencl-filesystem,库, OpenCL filesystem layout, This package provides some directories required by packages which use OpenCL.
maven-reporting-impl-javadoc,库, Javadoc for maven-reporting-impl, API documentation for maven-reporting-impl.
xmlrpc-c-client++,库, C++ client libraries for xmlrpc-c," XML-RPC is a quick-and-easy way to make procedure calls over the
Internet. It converts the procedure call into XML document, sends it
to a remote server using HTTP, and gets back the response as XML.

This library provides a modular implementation of XML-RPC for C++
clients."
ant-jdepend,库, Optional jdepend tasks for ant, Optional jdepend tasks for ant.
turbojpeg,库, TurboJPEG library, The turbojpeg package contains the TurboJPEG shared library.
perl-XML-Twig,库, Perl module for processing huge XML documents in tree mode," This module provides a way to process XML documents. It is build on
top of XML::Parser.  XML::Twig offers a tree interface to the
document, while allowing you to output the parts of it that have been
completely processed.  It allows minimal resource (CPU and memory)
usage by building the tree only for the parts of the documents that
need actual processing, through the use of the twig_roots and
twig_print_outside_roots options."
autocorr-lb,库, Luxembourgish auto-correction rules, Rules for auto-correcting common Luxembourgish typing errors.
libXrender,库, X.Org X11 libXrender runtime library, X.Org X11 libXrender runtime library
libreoffice-langpack-ar,库, Arabic language pack for LibreOffice, Provides additional Arabic translations and resources for LibreOffice.
libfontenc,库, X.Org X11 libfontenc runtime library, X.Org X11 libfontenc runtime library
dtc,库, Device Tree Compiler," Devicetree is a data structure for describing hardware. Rather than hard coding
every detail of a device into an operating system, many aspects of the hardware
can be described in a data structure that is passed to the operating system at
boot time. The devicetree is used by OpenFirmware, OpenPOWER Abstraction Layer
(OPAL), Power Architecture Platform Requirements (PAPR) and in the standalone
Flattened Device Tree (FDT) form."
netpbm,库, A library for handling different graphics file formats," The netpbm package contains a library of functions which support
programs for handling various graphics file formats, including .pbm
(portable bitmaps), .pgm (portable graymaps), .pnm (portable anymaps),
.ppm (portable pixmaps) and others."
libmspack,库, Library for CAB and related files compression and decompression," The purpose of libmspack is to provide both compression and decompression of
some loosely related file formats used by Microsoft."
mpg123-plugins-pulseaudio,库, Pulseaudio output plug-in for mpg123," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries.

Pulseaudio output plug-in."
papi-libs,库, Libraries for PAPI clients," This package contains the run-time libraries for any application that wishes
to use PAPI."
lvm2-libs,库, Shared libraries for lvm2, This package contains shared lvm2 libraries for applications.
perl-Config-Perl-V,库, Structured data retrieval of perl -V output," The command ""perl -V"" will return you an excerpt from the %Config::Config
hash combined with the output of ""perl -V"" that is not stored inside the hash,
but only available to the perl binary itself. This package provides Perl
module that will return you the output of ""perl -V"" in a structure."
perl-IO-Socket-IP,库, Drop-in replacement for IO::Socket::INET supporting both IPv4 and IPv6," This module provides a protocol-independent way to use IPv4 and IPv6
sockets, intended as a replacement for IO::Socket::INET. Most constructor
arguments and methods are provided in a backward-compatible way."
