name,label,bert_graph_pred,summary,description
spice-protocol,库,服务, Spice protocol header files," Header files describing the spice protocol
and the para-virtual graphics card QXL."
libblockdev-vdo,库,服务, The vdo plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to VDO devices."
gsettings-qt,库,服务, Qt/QML bindings for GSettings, Qt/QML bindings for GSettings.
python3-blivet,库,服务, A python3 package for examining and modifying storage configuration.," The python3-blivet is a python3 package for examining and modifying storage
configuration."
git-email,工具,服务, Git tools for sending patches via email, Git tools for sending patches via email.
keentune-target,服务,服务," Parameters setting, reading and backup models for KeenTune"," Parameters setting, reading and backup models for KeenTune"
maven,工具,服务, Java project management and project comprehension tool," Maven is a software project management and comprehension tool. Based on the
concept of a project object model (POM), Maven can manage a project's build,
reporting and documentation from a central piece of information."
libicu,库,服务, International Components for Unicode - libraries," The International Components for Unicode (ICU) libraries provide
robust and full-featured Unicode services on a wide variety of
platforms. ICU supports the most current version of the Unicode
standard, and they provide support for supplementary Unicode
characters (needed for GB 18030 repertoire support).
As computing environments become more heterogeneous, software
portability becomes more important. ICU lets you produce the same
results across all the various platforms you support, without
sacrificing performance. It offers great flexibility to extend and
customize the supplied services."
gcc-toolset-9-valgrind,工具,服务, Tool for finding memory management bugs in programs," Valgrind is an instrumentation framework for building dynamic analysis
tools. There are Valgrind tools that can automatically detect many
memory management and threading bugs, and profile your programs in
detail. You can also use Valgrind to build new tools. The Valgrind
distribution currently includes six production-quality tools: a memory
error detector (memcheck, the default tool), two thread error
detectors (helgrind and drd), a cache and branch-prediction profiler
(cachegrind), a call-graph generating cache and branch-prediction
profiler (callgrind), and a heap profiler (massif)."
tesseract-script-oriya,工具,服务, Oriya script data for tesseract-tessdata," This package contains the fast integer version of the Oriya script
trained models for the Tesseract Open Source OCR Engine."
python2-requests,库,服务," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers."
python39-pybind11,库,服务, Development headers for pybind11," 
pybind11 is a lightweight header-only library that exposes C++ types
in Python and vice versa, mainly to create Python bindings of existing
C++ code.

This package contains the Python 3 files."
autocorr-es,库,库, Spanish auto-correction rules, Rules for auto-correcting common Spanish typing errors.
cyrus-sasl-scram,库,服务,SCRAM auxprop support for Cyrus SASL ,"The cyrus-sasl-scram package contains the Cyrus SASL plugin which supports
the SCRAM authentication scheme. "
grubby,工具,服务, Command line tool for updating BootLoaderSpec files," This package provides a grubby compatibility script that manages
BootLoaderSpec files and is meant to only be used for legacy compatibility
users with existing grubby users."
tesseract-langpack-tha,工具,服务, Thai language data for tesseract-tessdata," This package contains the fast integer version of the Thai language
trained models for the Tesseract Open Source OCR Engine."
perl-Config-Extensions,库,服务, Hash lookup of which Perl core extensions were built," The Config::Extensions module provides a hash %Extensions containing all the
core extensions that were enabled for this perl."
python38-atomicwrites,库,服务, Python Atomic file writes on POSIX," This Python module provides atomic file writes on POSIX operating systems.
It sports:
* Race-free assertion that the target file doesn't yet exist
* Windows support
* Simple high-level API that wraps a very flexible class-based API"
libreoffice-help-ko,库,库, Korean help for LibreOffice, Provides Korean help for LibreOffice.
highlight-gui,工具,服务, GUI for the hihghlight source code formatter, A Qt-based GUI for the highlight source code formatter source.
sssd-winbind-idmap,库,服务,SSSD's idmap_sss Backend for Winbind ,"The idmap_sss module provides a way for Winbind to call SSSD to map UIDs/GIDs
and SIDs. "
gtk-update-icon-cache,工具,服务, Icon theme caching utility," GTK+ can use the cache files created by gtk-update-icon-cache to avoid a lot of
system call and disk seek overhead when the application starts. Since the
format of the cache files allows them to be mmap()ed shared between multiple
applications, the overall memory consumption is reduced as well."
qt5-qttools-libs-designer,库,库, Qt5 Designer runtime library, Qt5 Designer runtime library.
lua-libs,库,服务,Libraries for lua ,This package contains the shared libraries for lua. 
Dragonfly-client,工具,服务, Dragonfly client (dfget and dfdaemon)," dfget is the client of Dragonfly. You can use the dfget command in the command
line tool.

dfdaemon is a key component of solution for distributing images, it is a
resident process, which can be used either as registry-mirror or as a
docker proxy."
tesseract-langpack-cos,工具,服务, Corsican language data for tesseract-tessdata," This package contains the fast integer version of the Corsican language
trained models for the Tesseract Open Source OCR Engine."
gcc-toolset-10-binutils,工具,服务, A GNU collection of binary utilities," Binutils is a collection of binary utilities, including ar (for
creating, modifying and extracting from archives), as (a family of GNU
assemblers), gprof (for displaying call graph profile data), ld (the
GNU linker), nm (for listing symbols from object files), objcopy (for
copying and translating object files), objdump (for displaying
information from object files), ranlib (for generating an index for
the contents of an archive), readelf (for displaying detailed
information about binary files), size (for listing the section sizes
of an object or archive file), strings (for listing printable strings
from files), strip (for discarding symbols), and addr2line (for
converting addresses to file and line)."
