name,label,predict,marked_text
python3-nftables,库,工具,python(库) module(库) provide(工具) interface(库) libnftables nftables python(库) module(库) provide(工具) interface(库) libnftables ctypes
nghttp2,库,服务,experimental client(服务) server(服务) proxy this package(工具) contain(工具) client(服务) server(服务) proxy program(工具)
ninja-build,工具,库,small build system focus speed ninja small build system focus speed differ build system major respect design(其它) input file(工具) generate build system design(其它) build fast(工具) possible
nispor,库,服务,network(服务) status query unified interface(库) linux network(服务) state querying
nmstate-libs,库,服务,binding(库) nmstate this package(工具) contain(工具) binding(库) nmstate
nodejs-nodemon,工具,库,simple monitor script(其它) development simple monitor script(其它) development development base application(库) nodemon watch file(工具) directory nodemon start file(工具) change nodemon automatically restart node application(库) nodemon require change code(库) method development nodemon simply wrap node application(库) keep file(工具) change remember nodemon replacement wrapper node think replace word node command(工具) line script(其它)
nss-softokn,库,服务,network(服务) security service(服务)s softoken module(库) network(服务) security service(服务)s softoken cryptographic module(库)
nss-softokn-freebl,库,服务,free(其它)bl library(库) network(服务) security service(服务)s softoken cryptographic module(库) free(其它)bl library(库) install package(工具) need free(其它)bl library(库)
nss-sysinit,工具,服务,system initialization default operating system module(库) manage application(库) load globally system this module(库) load system define pkcs module(库) chain module(库) load system user(工具) configure module(库)
nss-tools,工具,库,tool(工具)s network(服务) security service(服务)s network(服务) security service(服务)s library(库) design(其它) support(工具) development client(服务) server(服务) application(库) application(库)s build support(工具) pkcs pkcs pkcs pkcs certificate security standard install package(工具) need tool(工具) manipulate certificate data(工具)base
ntfs-3g,服务,库,linux ntfs user(工具)space driver(服务) stable open(工具) source(工具) license posix ntfs driver(服务) linux many operate system provide(工具) safe handling windows windows server(服务) windows windows vista windows server(服务) windows ntfs file(工具) system create remove(其它) rename move file(工具) directory hard link stream read write(库) normal transparently compress file(工具) include(工具) stream sparse file(工具) handle special file(工具) like symbolic link device(服务) fifos extend attribute moreover provide(工具) full file(工具) access(库) right ownership support(工具)
ntfsprogs,工具,库,ntfs file(工具)system library(库) utility(工具) ntfsprogs package(工具) currently consist library(库) utility(工具) mkntfs ntfscat ntfsls ntfsresize ntfsundelete full list include(工具)d utility(工具) ntfsprogs installation
ntpstat,工具,服务,utility(工具) print synchronization status this package(工具) contain(工具) script(其它) print brief summary system clock synchronisation status ntpd chronyd daemon(服务)
numactl,工具,库,library(库) tune uniform memory access(库) machine simple numa policy support(工具) consist numactl program(工具) program(工具) specific numa policy
numatop,工具,库,memory access(库) locality characterization analysis numatop observation tool(工具) runtime(库) memory locality characterization analysis process thread numa system help user(工具) characterize numa behavior process thread identify performance(服务) bottleneck reside numatop support(工具) intel xeon processor powerpc processor
python3-numpy-f2py,库,工具,numpy this package(工具) include(工具) version(工具) work properl(库)y numpy
python38-numpy-f2py,库,工具,numpy this package(工具) include(工具) version(工具) work properl(库)y numpy
python39-numpy,库,工具,fast(工具) multidimensional array facility python(库) numpy package(工具) design(其它) efficiently manipulate large array arbitrary record without sacrifice much speed small array numpy build numeric code(库) base feature introduce numarray well extended ability create array arbitrary type there also basic facility discrete fourier transform basic linear algebra random number generation also include(工具) package(工具) version(工具) work properl(库)y numpy
python39-numpy-f2py,库,工具,numpy this package(工具) include(工具) version(工具) work properl(库)y numpy
ocaml,库,工具,ocaml compiler program(工具) environment ocaml function(库)al program(工具)ming language(工具) family(其它) language(工具) this package(工具) comprise batch compiler fast(工具) bytecode(库) compiler optimize compiler interactive toplevel system parse tool(工具) yacc replay debugger documentation(库) generator comprehensive library(库)
ocaml-camlp4,库,其它,ocaml ocaml parse source(工具) file(工具) printing result standard output this package(工具) contain(工具) runtime(库) file(工具)
ocaml-findlib,库,工具,objective caml package(工具) manager build helper objective caml package(工具) manager build helper
