name,label,pred,summary,description
pcp-export-pcp2graphite,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to Graphite," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to graphite (http://graphite.readthedocs.org)."
kernelshark,工具,工具, GUI analysis for Ftrace data captured by trace-cmd," Kernelshark is the GUI frontend for analyzing data produced by
'trace-cmd extract'"
bcc,工具,工具, BPF Compiler Collection (BCC)," BCC is a toolkit for creating efficient kernel tracing and manipulation
programs, and includes several useful tools and examples. It makes use of
extended BPF (Berkeley Packet Filters), formally known as eBPF, a new feature
that was first added to Linux 3.15. BCC makes BPF programs easier to write,
with kernel instrumentation in C (and includes a C wrapper around LLVM), and
front-ends in Python and lua. It is suited for many tasks, including
performance analysis and network traffic control."
network-scripts-team,服务,服务,libteam legacy network service support ,"This provides the ifup and ifdown scripts for libteam use with the legacy
network service. "
perl-Text-CharWidth,库,库, Get number of occupied columns of a string on terminal," This is a module to provide equivalent feature as wcwidth(3) and
wcswidth(3). This also provides mblen(3) equivalent subroutine."
libwsman1,库,库, Open source Implementation of WS-Management, Openwsman library for packages dependent on openwsman.
nerdctl,工具,工具, Docker-compatible CLI for containerd, nerdctl is a Docker-compatible CLI for containerd.
scala-swing,库,库, The swing library for the scala programming languages," This package contains the swing library for the scala programming languages. This library is required to develope GUI-releate applications in scala. The release provided by this package
is not the original version from upstream because this version is not compatible with JDK-1.7."
ibus-table-chinese-wubi-haifeng,工具,库, Haifeng Wubi input method," Haifeng Wubi input methods. Current includes:
Haifeng Wubi 86."
mpg123,库,库," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3"," Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries."
perl-Data-Section,库,库, Read multiple hunks of data out of your DATA section," Data::Section provides an easy way to access multiple named chunks of
line-oriented data in your module's DATA section. It was written to allow
modules to store their own templates, but probably has other uses."
texlive-pst-coil,工具,工具," A PSTricks package for coils, etc"," Pst-coil is a PSTricks based package for coils and zigzags and
for coil and zigzag node connections."
google-noto-sans-armenian-fonts,其它,其它, Sans Armenian font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Armenian."
texlive-changepage,工具,工具, Margin adjustment and detection of odd/even pages," The package provides commands to change the page layout in the
middle of a document, and to robustly check for typesetting on
odd or even pages. Instructions for use are at the end of the
file. The package is an extraction of code from the memoir
class, whose user interface it shares. It is intended the this
package will eventually replace the chngpage package, which is
distributed with the package."
python39-pyyaml,库,库, YAML parser and emitter for Python," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  PyYAML is a YAML parser and
emitter for Python.

PyYAML features a complete YAML 1.1 parser, Unicode support, pickle
support, capable extension API, and sensible error messages.  PyYAML
supports standard YAML tags and provides Python-specific tags that
allow to represent an arbitrary Python object.

PyYAML is applicable for a broad range of tasks from complex
configuration files to object serialization and persistence."
dde-control-center,服务,服务, New control center for Linux Deepin, New control center for Linux Deepin.
mingw64-fontconfig,库,库, MinGW Windows Fontconfig library, MinGW Windows Fontconfig library.
libmng,库,库, Library for Multiple-image Network Graphics support," LibMNG is a library for accessing graphics in MNG (Multi-image Network
Graphics) and JNG (JPEG Network Graphics) formats.  MNG graphics are
basically animated PNGs.  JNG graphics are basically JPEG streams
integrated into a PNG chunk."
plymouth-plugin-label,服务,服务, Plymouth label plugin," This package contains the label control plugin for
Plymouth. It provides the ability to render text on
graphical boot splashes using pango and cairo."
autoconf-archive,工具,工具, The Autoconf Macro Archive," The GNU Autoconf Archive is a collection of more than 450 macros for
GNU Autoconf that have been contributed as free software by friendly
supporters of the cause from all over the Internet."
mingw64-pixman,库,库, MinGW Windows Pixman library, MinGW Windows Pixman library.
gcc-toolset-11-gcc-c++,工具,工具, C++ support for GCC  version 11," This package adds C++ support to the GNU Compiler Collection
version 11.  It includes support for most of the current C++ specification
and a lot of support for the upcoming C++ specification."
libreoffice-help-cs,库,库, Czech help for LibreOffice, Provides Czech help for LibreOffice.
python2-sqlalchemy,库,库, Modular and flexible ORM library for python," SQLAlchemy is an Object Relational Mappper (ORM) that provides a flexible,
high-level interface to SQL databases.  Database and domain concepts are
decoupled, allowing both sides maximum flexibility and power. SQLAlchemy
provides a powerful mapping layer that can work as automatically or as manually
as you choose, determining relationships based on foreign keys or letting you
define the join conditions explicitly, to bridge the gap between database and
domain.

This package includes the python 2 version of the module."
mingw32-readline,库,库, MinGW port of readline for editing typed command lines," The Readline library provides a set of functions that allow users to
edit command lines. Both Emacs and vi editing modes are available. The
Readline library includes additional functions for maintaining a list
of previously-entered command lines for recalling or editing those
lines, and for performing csh-like history expansion on previous
commands.

This is a port of the library and development tools to Windows."
perl-Params-Check,库,库, Generic input parsing/checking mechanism," This is a generic input parsing/checking mechanism. It allows you to
validate input via a template. The only requirement is that the arguments
must be named."
