name,label,layer_pred,class_pred,summary,description
mtx,应用工具,应用,库,SCSI media changer control program,"The MTX program controls the robotic mechanism in autoloaders and tape
libraries such as the HP SureStore DAT 40x6, Exabyte EZ-17, and
Exabyte 220. This program is also reported to work with a variety of
other tape libraries and autochangers from ADIC, Tandberg/Overland,
Breece Hill, HP, and Seagate.

If you have a backup tape device capable of handling more than one
tape at a time, you should install MTX."
multilib-rpm-config,应用工具,核心,服务,Multilib packaging helpers,"Set of tools (shell scripts, RPM macro files) to help with multilib packaging
issues."
munge,应用工具,系统,服务,Enables uid & gid authentication across a host cluster,"MUNGE (MUNGE Uid 'N' Gid Emporium) is an authentication service for creating
and validating credentials. It is designed to be highly scalable for use
in an HPC cluster environment.
It allows a process to authenticate the UID and GID of another local or
remote process within a group of hosts having common users and groups.
These hosts form a security realm that is defined by a shared cryptographic
key. Clients within this security realm can create and validate credentials
without the use of root privileges, reserved ports, or platform-specific
methods."
munge-maven-plugin-javadoc,应用工具,应用,库,API documentation for munge-maven-plugin,This package provides API documentation for munge-maven-plugin.
mutt,应用工具,应用,库,A text mode mail user agent,"Mutt is a small but very powerful text-based MIME mail client.  Mutt
is highly configurable, and is well suited to the mail power user with
advanced features like key bindings, keyboard macros, mail threading,
regular expression searches and a powerful pattern matching language
for selecting groups of messages."
mutter,应用服务/桌面,应用,库,Window and compositing manager based on Clutter,"Mutter is a window and compositing manager that displays and manages
your desktop via OpenGL. Mutter combines a sophisticated display engine
using the Clutter toolkit with solid window-management logic inherited
from the Metacity window manager.

While Mutter can be used stand-alone, it is primarily intended to be
used as the display core of a larger system such as GNOME Shell. For
this reason, Mutter is very extensible via plugins, which are used both
to add fancy visual effects and to rework the window management
behaviors to meet the needs of the environment."
mvapich2,应用库,系统,库,OSU MVAPICH2 MPI package,"MVAPICH2 is a Message Passing Interface (MPI 3.0) implementation based on MPICH
and developed by Ohio State University."
mvapich2-psm2,应用库,系统,库,OSU MVAPICH2 MPI package 2.3 for Omni-Path adapters,"MVAPICH2 is a Message Passing Interface (MPI 3.0) implementation based on MPICH
and developed by Ohio State University.

This is a version of mvapich2 2.3 that uses the PSM2 transport for Omni-Path
adapters."
mysql,应用服务/数据库,核心,工具,MySQL client programs and shared libraries,"MySQL is a multi-user, multi-threaded SQL database server. MySQL is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. The base package
contains the standard MySQL client programs and generic MySQL files."
mysql-common,应用服务/数据库,系统,工具,The shared files required for MySQL server and client,"The mysql-common package provides the essential shared files for any
MySQL program. You will need to install this package to use any other
MySQL package."
mysql-libs,应用库/数据库,应用,工具,The shared libraries required for MySQL clients,"The mysql-libs package provides the essential shared libraries for any
MySQL client program or interface. You will need to install this package
to use any other MySQL package or any clients that need to connect to a
MySQL server."
mysql-server,应用服务/数据库,系统,服务,The MySQL server and related files,"MySQL is a multi-user, multi-threaded SQL database server. MySQL is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. This package contains
the MySQL server and some accompanying files and directories."
mysql-selinux,应用服务/数据库,系统,服务,SELinux policy modules for MySQL and MariaDB packages,SELinux policy modules for MySQL and MariaDB packages.
nano,应用工具,系统,工具,A small text editor,GNU nano is a small and friendly text editor.
nasm,应用工具,系统,库,A portable x86 assembler which uses Intel-like syntax,"NASM is the Netwide Assembler, a free portable assembler for the Intel
80x86 microprocessor series, using primarily the traditional Intel
instruction mnemonics and syntax."
nautilus,应用工具/桌面,核心,服务,File manager for GNOME,"Nautilus is the file manager and graphical shell for the GNOME desktop
that makes it easy to manage your files and the rest of your system.
It allows to browse directories on local and remote filesystems, preview
files and launch applications associated with them.
It is also responsible for handling the icons on the GNOME desktop."
nautilus-extensions,应用工具/桌面,应用,库,Nautilus extensions library,This package provides the libraries used by nautilus extensions.
nbdkit,系统工具,应用,工具,NBD server,"NBD is a protocol for accessing block devices (hard disks and
disk-like things) over the network.

nbdkit is a toolkit for creating NBD servers.

The key features are:

* Multithreaded NBD server written in C with good performance.

* Minimal dependencies for the basic server.

* Liberal license (BSD) allows nbdkit to be linked to proprietary
  libraries or included in proprietary code.

* Well-documented, simple plugin API with a stable ABI guarantee.
  Lets you to export ""unconventional"" block devices easily.

* You can write plugins in C or many other languages.

* Filters can be stacked in front of plugins to transform the output.

'nbdkit' is a meta-package which pulls in the core server and a
useful subset of plugins and filters with minimal dependencies.

If you want just the server, install 'nbdkit-server'.

To develop plugins, install the 'nbdkit-devel' package and start by
reading the nbdkit(1) and nbdkit-plugin(3) manual pages."
nbdkit-bash-completion,系统工具,应用,工具,Bash tab-completion for nbdkit,"Install this package if you want intelligent bash tab-completion
for nbdkit."
nbdkit-basic-plugins,系统工具,应用,工具,Basic plugins for nbdkit,"This package contains plugins for nbdkit which only depend on simple
C libraries: glibc, gnutls, libzstd.  Other plugins for nbdkit with
more complex dependencies are packaged separately.

nbdkit-data-plugin          Serve small amounts of data from the command line.

nbdkit-eval-plugin          Write a shell script plugin on the command line.

nbdkit-file-plugin          The normal file plugin for serving files.

nbdkit-floppy-plugin        Create a virtual floppy disk from a directory.

nbdkit-full-plugin          A virtual disk that returns ENOSPC errors.

nbdkit-info-plugin          Serve client and server information.

nbdkit-memory-plugin        A virtual memory plugin.

nbdkit-null-plugin          A null (bitbucket) plugin.

nbdkit-ondemand-plugin      Create filesystems on demand.

nbdkit-pattern-plugin       Fixed test pattern.

nbdkit-partitioning-plugin  Create virtual disks from partitions.

nbdkit-random-plugin        Random content plugin for testing.

nbdkit-sh-plugin            Write plugins as shell scripts or executables.

nbdkit-sparse-random-plugin Make sparse random disks.

nbdkit-split-plugin         Concatenate one or more files.

nbdkit-streaming-plugin     A streaming file serving plugin.

nbdkit-zero-plugin          Zero-length plugin for testing."
